309 500
153 132 37
134 157 37
158 139 37
292 277 37
292 278 37
292 263 37
292 280 37
292 275 37
292 266 37
292 284 37
292 287 37
292 289 37
292 262 37
292 291 37
292 293 37
292 270 37
292 268 37
292 294 37
292 296 37
292 276 37
292 274 37
292 264 37
292 272 37
292 261 37
292 265 37
292 271 37
292 269 37
280 271 37
273 274 37
271 280 37
22 25 38
9 15 38
108 106 38
139 158 38
280 271 38
273 274 38
25 14 39
79 48 39
148 132 39
148 159 39
269 292 39
286 270 39
286 269 39
269 286 39
126 134 40
126 134 40
129 128 40
135 160 40
265 292 40
47 48 45
71 56 46
71 59 46
270 292 47
264 263 47
77 73 54
49 77 55
49 72 55
227 228 55
227 229 55
0 1 56
0 1 56
74 85 56
54 52 56
74 56 56
161 141 56
161 141 56
162 163 56
162 164 56
162 126 56
162 136 56
162 146 56
162 161 56
162 165 56
162 141 56
263 277 56
263 276 56
263 272 56
263 264 56
16 3 57
6 7 57
166 153 57
166 132 57
166 156 57
167 140 57
153 166 57
153 166 57
273 274 57
273 274 57
273 274 57
272 263 57
286 270 57
286 269 57
27 24 58
71 52 58
71 60 58
108 106 58
118 116 58
127 128 58
130 129 58
273 274 58
273 274 58
269 288 58
266 293 58
266 268 58
266 276 58
266 264 58
24 27 59
128 127 59
8 28 60
158 139 60
158 139 60
158 139 60
263 272 60
272 263 60
25 22 61
86 87 61
86 87 61
132 148 61
139 158 61
128 127 61
128 129 61
127 168 61
168 127 61
272 293 61
15 6 62
15 6 62
25 14 62
263 276 62
293 272 62
272 293 62
82 84 63
109 106 63
109 107 63
109 107 63
109 107 63
109 107 63
169 170 63
269 286 63
269 270 63
276 277 63
276 263 63
276 268 63
276 274 63
276 264 63
276 265 63
276 274 63
59 56 64
82 84 64
153 149 64
153 132 64
153 127 64
276 262 64
276 277 64
262 276 64
273 274 64
233 232 66
273 274 66
129 128 67
264 293 67
264 272 67
265 276 67
276 263 73
276 274 73
276 264 73
276 265 73
276 262 73
276 262 73
272 264 73
49 68 78
49 69 78
49 48 78
49 70 78
49 52 78
49 71 78
49 54 78
49 56 78
49 66 78
49 53 78
49 57 78
49 72 78
49 73 78
49 74 78
49 58 78
49 75 78
49 59 78
49 76 78
49 60 78
49 47 78
49 50 78
49 61 78
49 77 78
49 62 78
49 78 78
49 63 78
49 51 78
49 79 78
49 80 78
49 65 78
49 68 79
49 69 79
49 48 79
49 70 79
49 52 79
49 71 79
49 54 79
49 56 79
49 66 79
49 53 79
49 57 79
49 72 79
49 73 79
49 74 79
49 58 79
49 75 79
49 59 79
49 76 79
49 60 79
49 47 79
49 50 79
49 61 79
49 77 79
49 62 79
49 78 79
49 63 79
49 51 79
49 79 79
49 80 79
49 65 79
77 73 79
51 52 79
51 66 79
51 67 79
51 49 79
51 52 79
51 66 79
51 67 79
51 49 79
51 52 79
51 66 79
51 67 79
51 49 79
51 52 79
51 66 79
51 67 79
51 49 79
166 171 79
272 264 79
161 141 80
227 228 80
265 263 80
265 276 80
265 274 80
265 264 80
0 1 81
0 1 81
6 7 81
6 27 81
21 1 81
25 14 81
119 116 81
119 116 81
172 171 81
141 173 81
141 173 81
127 153 81
230 227 81
9 15 82
106 109 82
174 129 82
174 143 82
174 149 82
174 127 82
174 175 82
174 171 82
174 150 82
174 153 82
174 176 82
174 132 82
174 156 82
174 147 82
132 174 82
265 274 82
265 274 82
70 49 83
49 70 83
153 127 83
153 174 83
153 149 83
153 132 83
142 134 83
166 171 83
172 176 83
134 142 83
228 227 83
8 13 84
1 11 84
1 21 84
81 52 84
81 71 84
81 56 84
81 74 84
81 59 84
81 79 84
49 77 84
77 49 84
49 68 84
49 69 84
49 48 84
49 70 84
49 52 84
49 71 84
49 54 84
49 56 84
49 66 84
49 53 84
49 57 84
49 72 84
49 73 84
49 74 84
49 58 84
49 75 84
49 59 84
49 76 84
49 60 84
49 47 84
49 50 84
49 61 84
49 77 84
49 62 84
49 78 84
49 63 84
49 51 84
49 79 84
49 80 84
49 65 84
51 52 84
51 66 84
51 67 84
51 49 84
51 52 84
51 66 84
51 67 84
51 49 84
109 106 84
172 153 84
176 174 84
227 228 84
266 270 84
266 276 84
277 276 84
268 266 84
268 293 84
268 276 84
268 264 84
262 271 84
268 263 84
25 14 85
110 111 86
110 106 86
157 134 86
153 132 86
166 161 86
156 174 86
269 270 86
269 270 86
293 272 86
56 59 87
134 137 87
134 157 87
134 157 87
137 134 87
145 177 87
272 293 87
293 264 87
77 73 88
129 175 88
128 129 88
276 266 88
276 270 88
276 263 88
276 274 88
276 264 88
276 265 88
270 276 88
270 266 88
284 270 88
270 269 88
270 269 88
270 284 88
284 270 88
265 276 89
129 128 90
129 128 90
129 128 91
129 130 92
276 265 93
270 284 93
109 107 102
150 174 103
227 228 103
227 228 103
5 6 104
161 141 104
161 165 104
227 228 104
272 271 104
269 286 104
269 286 104
269 286 104
269 270 104
266 265 104
107 110 105
107 108 105
107 109 105
178 135 105
145 142 105
166 149 105
166 148 105
230 233 105
286 269 105
265 266 105
271 272 105
272 271 105
269 286 105
269 270 105
25 14 106
24 6 106
135 179 106
128 166 106
135 180 106
135 180 106
228 227 106
271 293 106
166 128 107
169 170 107
175 129 107
141 173 107
141 173 107
293 271 107
276 261 107
269 286 107
269 286 107
292 269 107
276 262 107
276 293 107
262 276 107
27 6 108
49 68 108
49 69 108
49 48 108
49 70 108
49 52 108
49 71 108
49 54 108
49 56 108
49 66 108
49 53 108
49 57 108
49 72 108
49 73 108
49 74 108
49 58 108
49 75 108
49 59 108
49 76 108
49 60 108
49 47 108
49 50 108
49 61 108
49 77 108
49 62 108
49 78 108
49 63 108
49 51 108
49 79 108
49 80 108
49 65 108
81 52 108
81 71 108
81 56 108
81 74 108
81 59 108
81 79 108
134 181 108
153 132 108
153 132 108
167 128 108
262 293 108
262 276 108
269 274 108
269 286 108
269 270 108
25 29 109
142 143 109
142 126 109
142 144 109
142 145 109
142 138 109
142 146 109
142 147 109
128 148 109
145 177 109
145 182 109
128 167 109
148 128 109
227 228 109
228 227 109
228 227 109
276 262 109
276 293 109
261 276 109
273 274 109
52 66 110
52 74 110
52 67 110
52 51 110
52 81 110
52 66 110
52 51 110
109 107 110
109 106 110
148 128 110
128 148 110
227 228 110
227 230 110
227 228 110
227 233 110
227 231 110
227 232 110
227 229 110
265 276 110
269 289 110
269 270 110
71 52 111
109 112 111
109 107 111
109 108 111
109 106 111
160 178 111
182 134 111
160 178 111
227 228 111
227 228 111
290 274 111
276 270 111
276 269 111
269 276 111
262 276 112
271 293 112
262 276 112
276 262 112
130 129 113
270 269 113
270 269 113
270 269 113
270 286 113
270 269 113
262 276 113
276 262 114
160 135 140
21 22 154
160 135 157
160 135 163
160 135 163
160 178 164
262 276 168
82 84 174
166 174 174
51 52 175
51 66 175
51 67 175
51 49 175
106 108 175
149 174 175
149 174 175
227 228 175
227 228 175
227 228 175
22 21 176
54 85 176
145 177 176
145 177 176
149 148 176
273 274 176
273 274 176
54 85 177
108 106 177
127 134 177
161 162 177
161 164 177
161 126 177
161 146 177
161 159 177
161 165 177
161 165 177
234 228 177
273 274 177
54 85 178
77 80 178
173 129 178
134 127 178
134 182 178
128 171 178
128 173 178
129 130 178
1 11 179
1 21 179
47 79 179
63 85 179
49 75 179
109 106 179
135 160 179
174 129 179
174 143 179
174 149 179
174 127 179
174 175 179
174 171 179
174 150 179
174 153 179
174 176 179
174 132 179
174 156 179
174 147 179
173 128 179
129 173 179
132 174 179
142 134 179
158 139 179
145 177 179
145 182 179
2 5 180
2 5 180
6 16 180
6 9 180
6 0 180
6 22 180
6 7 180
81 52 180
81 71 180
81 56 180
81 74 180
81 59 180
81 79 180
150 174 180
137 183 180
137 182 180
137 147 180
137 173 180
149 174 180
150 166 180
227 228 180
266 272 180
273 274 180
15 6 181
15 6 181
15 6 181
6 24 181
79 47 181
47 79 181
139 158 181
139 158 181
166 174 181
153 174 181
230 231 181
265 276 181
272 266 181
15 6 182
79 47 182
47 79 182
70 60 182
153 127 182
153 164 182
153 184 182
153 156 182
153 154 182
156 174 182
153 164 182
272 266 182
3 2 184
264 293 184
3 2 185
128 129 186
141 165 186
276 265 186
135 160 188
160 135 188
160 135 189
276 264 195
276 272 198
272 276 198
21 1 200
107 113 200
107 113 200
120 121 200
128 148 200
128 127 200
148 149 200
266 272 200
273 274 200
273 274 200
4 5 201
1 21 201
51 52 201
51 66 201
51 67 201
51 49 201
108 107 201
108 107 201
108 107 201
108 107 201
108 107 201
127 183 201
183 127 201
148 149 201
153 149 201
153 132 201
230 228 201
230 233 201
230 231 201
230 229 201
227 228 201
279 272 201
272 266 201
272 279 201
279 272 201
8 13 202
6 16 202
6 9 202
6 0 202
6 22 202
6 24 202
8 3 202
25 9 202
24 6 202
128 156 202
128 185 202
141 142 202
227 228 202
233 228 202
233 227 202
227 228 202
273 274 202
273 274 202
0 1 203
21 1 203
0 1 203
25 9 203
0 30 203
273 274 203
15 6 204
82 88 204
81 52 204
81 71 204
81 56 204
81 74 204
81 59 204
81 79 204
109 106 204
110 106 204
109 106 204
142 141 204
141 165 204
227 233 204
227 230 204
227 228 204
227 233 204
227 231 204
227 232 204
227 229 204
273 274 204
273 274 204
19 30 205
21 11 205
21 1 205
82 89 205
110 106 205
106 110 206
107 106 206
290 274 206
77 63 210
272 266 218
52 49 220
272 264 220
49 52 222
272 271 222
51 52 223
51 66 223
51 74 223
51 67 223
51 49 223
161 159 223
266 272 223
9 6 224
1 0 224
120 117 224
120 117 224
230 227 224
293 264 224
271 272 224
14 1 225
0 1 225
82 84 225
108 106 225
148 149 225
153 166 225
273 274 225
273 274 225
25 9 226
1 0 226
109 107 226
109 108 226
109 106 226
109 107 226
166 153 226
273 274 226
273 274 226
16 6 227
81 52 227
81 71 227
81 56 227
81 74 227
81 59 227
81 79 227
128 171 227
263 268 227
273 274 227
273 274 227
273 274 227
0 1 228
128 185 228
128 186 228
161 162 228
161 141 228
228 227 228
227 228 228
227 233 228
273 274 228
273 274 228
273 274 228
9 25 229
49 78 229
49 53 229
109 111 229
132 168 229
166 161 229
227 229 229
227 228 229
289 270 229
289 294 229
289 269 229
274 273 229
273 274 229
273 274 229
273 274 229
273 274 229
111 109 230
106 108 230
128 187 230
155 144 230
128 149 230
149 128 230
273 274 230
273 274 230
161 141 231
230 231 231
266 276 231
266 262 231
266 271 231
8 3 232
25 22 232
25 22 232
140 146 232
144 155 232
161 165 232
233 227 232
276 274 233
276 272 233
156 128 234
244 245 234
293 266 234
53 49 237
264 276 240
272 276 241
272 274 241
272 276 241
289 270 247
289 294 247
289 269 247
263 268 247
262 292 247
294 289 247
294 269 247
25 9 248
25 23 248
77 73 248
161 165 248
227 233 248
25 23 249
9 22 249
25 9 249
4 5 249
5 4 249
169 170 249
271 298 249
264 274 249
276 274 249
276 272 249
25 23 250
49 77 250
109 107 250
132 149 250
132 153 250
173 141 250
166 149 250
144 155 250
128 129 250
144 151 250
149 148 250
128 185 250
128 186 250
261 265 250
261 270 250
261 276 250
262 272 250
262 267 250
262 272 250
132 149 251
153 149 251
153 132 251
148 149 251
145 177 251
145 182 251
149 148 251
272 276 251
21 23 252
77 49 252
77 73 252
77 80 252
90 79 252
128 129 252
228 227 252
227 233 252
227 234 252
272 276 252
275 263 252
19 6 253
51 52 253
51 49 253
110 106 253
141 173 253
228 227 253
228 227 253
228 227 253
278 295 253
22 10 254
177 145 254
227 230 254
227 228 254
227 233 254
227 231 254
227 232 254
227 229 254
244 245 254
267 262 254
22 9 255
52 49 255
153 149 255
153 132 255
276 274 255
276 264 255
276 272 255
284 269 257
0 14 274
272 264 274
272 264 274
47 48 282
82 83 283
82 83 283
276 274 285
276 264 285
276 272 285
244 245 286
244 245 299
82 84 303
82 83 303
50 60 303
269 289 304
269 294 304
129 128 305
263 270 308
141 142 319
145 177 319
227 228 319
227 228 319
265 276 319
276 274 319
276 264 319
276 272 319
14 0 320
14 6 320
49 52 320
141 165 320
183 147 320
150 135 320
128 127 320
228 227 320
263 268 320
263 276 320
273 274 320
273 274 320
279 272 320
16 10 321
6 31 321
6 32 321
6 10 321
6 1 321
6 15 321
6 9 321
6 22 321
6 8 321
6 24 321
6 7 321
6 5 321
73 63 321
109 112 321
109 107 321
109 108 321
109 106 321
142 145 321
81 52 322
81 71 322
81 56 322
81 74 322
81 59 322
81 79 322
71 59 322
71 56 322
71 56 322
71 59 322
129 128 322
278 288 322
49 51 323
49 52 323
134 126 323
129 128 323
145 177 323
286 269 323
8 28 324
149 148 324
227 228 324
263 276 324
271 278 324
6 1 325
6 12 325
6 14 325
6 2 325
6 18 325
6 19 325
6 0 325
6 8 325
6 4 325
6 5 325
82 84 325
142 154 325
128 129 325
129 128 325
228 227 325
269 286 325
293 264 325
263 269 325
106 108 326
128 148 326
166 174 326
128 148 326
128 180 326
145 177 326
145 182 326
227 228 326
233 227 326
286 269 326
0 30 327
156 128 327
156 185 327
156 185 327
145 177 327
233 227 327
82 84 328
184 153 328
276 264 328
296 275 328
156 128 329
293 298 330
82 84 331
141 142 331
284 279 331
284 286 331
284 269 331
82 84 332
269 263 332
269 279 332
269 284 332
269 286 332
293 276 341
293 264 341
109 107 342
109 106 342
91 56 343
91 56 343
109 106 343
107 109 343
148 149 343
4 17 344
81 52 344
81 71 344
81 56 344
81 74 344
81 59 344
81 79 344
107 106 344
137 183 344
126 134 344
126 182 344
145 177 344
228 227 344
269 279 344
269 284 344
269 286 344
109 111 345
109 107 345
109 108 345
109 106 345
109 107 345
108 109 345
109 108 345
106 107 345
145 142 345
153 149 345
153 164 345
153 132 345
153 184 345
153 154 345
183 135 345
166 174 345
154 149 345
154 164 345
154 153 345
154 132 345
154 184 345
153 154 345
142 180 345
128 129 345
228 227 345
227 234 345
230 233 345
227 230 345
227 228 345
227 233 345
227 231 345
227 232 345
227 229 345
264 263 345
278 296 345
6 7 346
107 106 346
109 108 346
109 107 346
128 127 346
128 135 346
229 227 346
19 8 347
79 47 347
145 142 347
156 185 347
137 183 347
137 182 347
137 147 347
137 173 347
231 227 347
276 268 347
296 289 347
8 19 348
276 264 348
275 296 348
265 261 348
269 270 348
12 33 349
128 148 349
128 166 349
128 166 349
228 227 349
228 227 349
227 233 349
272 279 349
269 263 349
263 269 349
279 272 349
21 11 350
13 24 350
24 13 350
13 24 350
62 74 350
60 52 350
52 59 350
52 59 350
106 108 350
128 166 350
228 234 350
24 13 351
13 24 351
82 84 351
148 149 351
153 184 351
276 263 351
276 264 351
14 0 352
289 269 352
60 50 353
120 117 353
142 141 353
8 3 354
263 268 354
269 289 355
269 270 355
269 289 355
156 185 359
156 128 359
156 185 359
156 128 359
16 10 367
19 8 367
8 19 367
56 91 367
79 48 367
117 120 367
154 184 367
149 148 367
149 153 367
149 132 367
184 153 367
276 264 367
15 6 368
15 6 368
59 56 368
132 184 368
228 227 368
289 269 368
289 269 368
82 84 369
129 130 369
279 270 369
151 188 370
228 227 370
228 227 370
271 293 370
279 270 370
279 269 370
13 24 371
24 13 371
82 84 371
51 52 371
51 66 371
51 67 371
51 49 371
128 156 371
153 184 371
129 175 371
184 153 371
156 128 371
153 184 371
276 263 371
269 289 371
276 263 371
293 262 371
13 24 372
51 52 372
109 106 372
129 128 372
129 127 372
129 175 372
129 144 372
129 128 372
166 174 372
166 128 372
166 128 372
227 230 372
227 228 372
227 231 372
227 232 372
227 229 372
227 230 372
227 228 372
227 233 372
227 231 372
227 232 372
227 229 372
227 228 372
289 269 372
6 31 373
24 13 373
111 107 373
111 107 373
111 107 373
132 166 373
169 170 373
145 177 373
145 182 373
129 128 373
129 128 373
229 231 373
269 289 373
269 279 373
269 270 373
272 263 373
272 264 373
13 24 374
51 66 374
51 67 374
51 49 374
82 83 374
82 89 374
82 88 374
128 129 374
233 234 374
276 263 374
16 3 375
16 8 375
8 3 375
8 16 375
3 10 375
3 15 375
3 16 375
3 9 375
3 20 375
3 22 375
3 8 375
3 34 375
3 26 375
15 9 375
182 145 375
141 142 376
8 16 377
8 3 377
276 277 377
276 263 377
276 264 377
182 134 378
276 272 380
276 271 380
8 3 381
166 132 390
227 228 390
227 229 390
262 293 390
266 262 390
153 166 391
262 266 391
134 126 392
166 161 392
160 135 392
184 154 392
228 227 392
228 227 392
269 270 392
111 107 393
167 144 393
129 128 393
129 128 393
273 274 393
273 274 393
273 274 393
21 11 394
21 1 394
109 111 394
128 144 394
126 134 394
126 136 394
142 141 394
129 127 394
129 175 394
129 144 394
129 128 394
233 227 394
273 274 394
81 52 396
81 71 396
81 56 396
81 74 396
81 59 396
81 79 396
81 66 396
135 187 396
135 189 396
148 159 396
148 159 396
129 127 396
129 175 396
129 144 396
272 264 396
273 274 396
56 74 397
49 63 397
49 52 397
49 62 397
49 74 397
49 59 397
49 77 397
169 170 397
273 274 397
273 274 397
273 274 397
273 274 397
59 56 398
47 48 398
106 107 398
106 107 398
106 107 398
128 173 398
130 129 398
130 129 398
130 129 398
175 129 398
266 289 398
266 262 398
266 293 398
266 276 398
266 261 398
266 271 398
269 289 398
269 288 398
0 30 399
107 110 399
110 106 399
173 128 399
135 187 399
130 129 399
187 135 399
276 268 399
288 269 399
275 270 399
275 276 399
275 261 399
153 184 400
8 3 402
135 130 402
269 288 403
278 288 403
269 289 403
8 3 404
272 276 415
272 274 415
272 264 415
175 129 416
153 149 416
153 132 416
228 227 416
227 228 416
227 229 416
228 227 416
276 270 416
276 272 416
272 276 416
276 274 416
276 264 416
276 272 416
266 271 416
276 272 416
153 132 417
128 148 417
128 159 417
161 141 417
129 175 417
227 230 417
227 228 417
227 231 417
227 232 417
227 229 417
228 227 417
0 14 418
49 68 418
49 69 418
49 48 418
49 70 418
49 52 418
49 71 418
49 54 418
49 56 418
49 66 418
49 53 418
49 57 418
49 72 418
49 73 418
49 74 418
49 58 418
49 75 418
49 59 418
49 76 418
49 60 418
49 47 418
49 50 418
49 61 418
49 77 418
49 62 418
49 78 418
49 63 418
49 51 418
49 79 418
49 80 418
49 65 418
120 117 418
145 177 418
272 276 418
15 6 419
6 9 419
6 8 419
166 153 419
153 166 419
227 228 419
228 227 419
276 272 419
272 276 419
276 270 419
58 79 420
79 58 420
263 268 420
276 268 420
13 8 421
15 6 421
8 13 421
8 13 421
51 66 421
51 67 421
51 49 421
174 127 421
174 128 421
128 174 421
128 127 421
128 131 421
128 156 421
128 173 421
264 263 421
266 268 421
266 276 421
8 5 422
26 20 422
5 8 422
8 3 422
52 56 422
263 268 422
284 270 422
8 23 423
8 3 423
23 8 423
35 36 423
79 59 423
279 262 423
263 268 423
268 263 423
8 3 425
3 8 425
59 79 425
156 128 425
156 166 425
8 3 426
8 7 426
262 279 430
86 87 445
22 10 458
22 9 458
22 15 458
22 4 459
22 6 459
82 83 468
130 129 471
130 129 472
130 129 472
127 138 474
127 174 474
127 166 474
276 266 484
276 266 484
159 142 486
15 22 487
166 149 487
166 156 487
166 174 487
166 127 487
271 293 487
145 142 488
145 142 488
148 159 488
161 141 488
131 128 488
190 173 488
227 228 488
227 230 488
227 228 488
227 233 488
227 231 488
227 232 488
227 229 488
5 3 489
79 59 489
148 149 489
142 145 489
180 128 489
177 145 489
153 149 489
153 132 489
264 293 489
22 15 490
14 1 490
4 22 490
4 22 490
6 0 490
6 21 490
71 58 490
71 58 490
149 148 490
148 149 490
145 182 490
134 131 490
134 127 490
134 126 490
134 135 490
134 136 490
134 137 490
134 138 490
134 128 490
134 139 490
173 156 490
227 230 490
227 228 490
227 233 490
227 231 490
227 232 490
227 229 490
227 230 490
227 228 490
227 231 490
227 232 490
227 229 490
279 290 490
263 268 490
266 276 490
288 293 490
22 4 491
81 52 491
81 71 491
81 56 491
81 74 491
81 59 491
81 79 491
135 191 491
175 192 491
175 193 491
273 274 491
268 263 491
286 269 491
6 7 492
22 8 492
8 22 492
8 35 492
8 36 492
50 49 492
107 110 492
107 109 492
156 166 492
156 153 492
289 266 492
273 274 492
273 274 492
22 8 493
8 22 493
22 8 493
13 8 493
23 37 493
49 50 493
156 166 493
153 166 493
153 156 493
167 134 493
227 228 493
293 264 493
271 293 493
8 22 494
1 21 494
70 90 494
106 109 494
175 174 494
145 142 494
166 153 494
166 132 494
166 156 494
175 139 494
269 289 494
269 296 494
296 269 494
139 175 495
129 128 495
289 288 495
289 270 495
289 269 495
106 108 496
187 135 496
263 268 496
269 286 496
182 134 497
284 286 497
284 269 497
50 60 498
3 9 499
272 271 509
276 270 509
67 92 510
272 264 510
49 69 511
289 288 511
289 270 511
289 269 511
286 269 511
269 270 511
286 284 511
286 269 511
21 1 512
1 21 512
1 21 512
21 1 512
82 93 512
137 183 512
137 182 512
137 147 512
137 173 512
134 182 512
175 129 512
270 269 512
269 270 512
269 286 512
270 269 512
296 270 512
25 14 513
63 73 513
63 80 513
81 52 513
81 71 513
81 56 513
81 74 513
81 59 513
81 79 513
81 67 513
86 87 513
86 87 513
169 170 513
166 174 513
175 139 513
169 170 513
270 269 513
270 276 513
270 269 513
269 270 513
269 270 513
269 270 513
270 286 513
270 269 513
71 67 514
79 59 514
47 79 514
79 59 514
139 175 514
271 272 514
270 269 514
269 286 514
269 270 514
270 269 514
296 269 514
270 286 514
270 269 514
22 10 515
22 5 515
5 10 515
5 22 515
5 22 515
59 85 515
153 149 515
153 132 515
180 144 515
270 276 515
270 278 515
270 296 515
278 270 515
296 270 515
22 5 516
3 5 516
59 79 516
75 73 516
149 153 516
149 132 516
135 191 516
233 227 516
286 270 516
264 271 516
261 263 516
261 263 516
271 264 516
5 3 517
106 108 517
166 174 517
145 182 517
227 230 517
227 228 517
227 233 517
227 231 517
227 232 517
227 229 517
286 269 517
286 270 517
286 269 517
82 84 518
106 109 518
153 166 518
166 153 518
229 227 518
271 272 518
272 271 518
286 270 518
271 272 518
272 271 518
269 270 518
269 296 518
269 286 518
269 270 518
269 284 518
270 286 518
270 269 518
270 269 518
15 6 519
134 182 519
180 135 519
289 270 519
286 270 519
286 269 519
270 286 519
270 269 519
269 286 519
269 270 519
286 270 519
71 79 520
60 50 520
145 177 520
145 182 520
182 145 520
269 286 520
269 286 520
135 180 522
284 286 522
284 269 522
129 128 524
86 87 526
22 15 530
22 9 530
22 3 531
107 111 535
107 111 535
154 148 535
154 148 535
165 141 535
263 270 535
276 264 535
269 296 535
293 264 535
22 15 536
22 9 536
79 71 536
77 80 536
107 109 536
109 107 536
109 108 536
109 106 536
180 135 536
128 148 536
128 159 536
156 166 536
156 166 536
156 132 536
153 164 536
227 230 536
227 228 536
227 233 536
227 231 536
227 232 536
227 229 536
227 229 536
276 270 536
296 269 536
25 14 537
9 22 537
51 52 537
51 66 537
51 67 537
51 49 537
51 49 537
109 111 537
129 128 537
229 227 537
276 262 537
14 25 538
22 9 538
15 22 538
71 79 538
129 175 538
286 269 538
269 274 538
25 14 539
0 30 539
74 56 539
135 180 539
149 148 539
149 148 539
296 269 539
293 264 539
262 276 539
261 270 539
81 52 540
81 71 540
81 56 540
81 74 540
81 59 540
81 79 540
49 54 540
54 49 540
49 54 540
49 77 540
49 63 540
149 148 540
145 177 540
145 182 540
79 71 541
79 47 541
49 56 541
156 166 541
227 229 541
286 269 541
52 66 542
52 67 542
52 51 542
52 81 542
47 79 542
293 266 542
264 263 542
264 263 542
269 270 542
79 47 543
106 113 543
106 110 543
106 111 543
106 107 543
106 108 543
106 109 543
128 129 543
149 153 543
149 132 543
153 149 543
153 132 543
229 227 543
269 270 543
0 1 544
0 1 544
0 1 544
127 138 546
160 135 549
109 106 558
109 107 558
8 3 559
108 106 559
107 109 559
109 107 559
135 194 559
135 160 559
152 151 559
292 263 559
276 262 559
5 6 560
8 13 560
81 52 560
81 71 560
81 56 560
81 74 560
81 59 560
81 79 560
47 79 560
71 79 560
107 109 560
111 107 560
107 111 560
149 153 560
149 132 560
145 177 560
145 182 560
227 230 560
227 228 560
227 233 560
227 231 560
227 232 560
227 229 560
233 227 560
263 292 560
276 274 560
276 264 560
276 272 560
292 263 560
296 271 560
81 52 561
81 71 561
81 56 561
81 74 561
81 59 561
81 79 561
108 106 561
111 107 561
166 132 561
263 292 561
