142 500
88 89 98
88 93 98
93 88 98
88 90 98
88 93 98
89 88 98
130 115 98
130 116 98
130 117 98
130 118 98
130 119 98
130 120 98
130 123 98
130 124 98
130 125 98
130 128 98
130 129 98
130 131 98
0 2 99
0 3 99
20 22 99
20 22 99
51 70 99
47 63 99
47 48 99
90 94 99
88 91 99
88 94 99
90 102 99
90 91 99
88 89 99
88 89 99
91 97 99
93 103 99
130 119 99
130 129 99
130 119 99
5 15 100
19 20 100
49 54 100
103 93 100
93 88 100
103 93 100
95 96 100
93 103 100
113 114 100
113 115 100
113 116 100
113 117 100
113 118 100
113 119 100
113 120 100
113 121 100
113 122 100
113 123 100
113 124 100
113 125 100
113 126 100
113 127 100
113 128 100
113 129 100
113 130 100
49 50 101
58 51 101
58 63 101
58 59 101
58 52 101
58 55 101
58 47 101
60 52 101
49 50 101
51 52 101
51 55 101
93 103 101
93 103 101
91 88 101
88 93 101
88 89 101
91 90 101
22 24 102
52 60 102
93 88 102
103 93 102
103 93 102
91 94 102
91 94 102
90 102 102
130 119 102
125 118 102
119 125 102
9 6 103
24 25 103
89 88 103
88 97 103
88 100 103
88 89 103
88 101 103
88 102 103
88 95 103
88 96 103
88 103 103
88 91 103
88 98 103
88 92 103
88 94 103
88 104 103
88 90 103
88 99 103
88 93 104
88 97 104
88 100 104
88 89 104
88 101 104
88 102 104
88 95 104
88 96 104
88 103 104
88 91 104
88 98 104
88 92 104
88 94 104
88 104 104
88 90 104
88 99 104
93 88 105
20 19 131
103 93 157
20 19 163
25 24 167
24 22 168
57 59 168
91 97 168
103 92 168
119 114 168
119 115 168
119 116 168
119 117 168
119 118 168
119 120 168
119 121 168
119 122 168
119 113 168
119 123 168
119 124 168
119 125 168
119 126 168
119 127 168
119 128 168
119 129 168
119 130 168
119 132 168
23 20 169
23 19 169
22 24 169
52 58 169
61 59 169
102 90 169
103 93 169
113 115 169
113 116 169
113 117 169
113 118 169
113 119 169
113 121 169
113 122 169
113 123 169
113 133 169
113 125 169
113 126 169
113 128 169
113 129 169
113 130 169
20 23 170
23 20 171
98 97 171
95 88 171
92 95 171
119 113 171
113 117 171
113 118 171
113 119 171
113 120 171
113 121 171
113 123 171
113 125 171
113 126 171
113 129 171
113 120 171
8 7 172
30 31 172
20 19 172
50 53 172
50 53 172
50 60 172
60 50 172
51 52 172
51 55 172
52 51 172
93 92 172
95 89 172
88 95 172
88 97 172
88 100 172
88 89 172
88 101 172
88 102 172
88 95 172
88 96 172
88 103 172
88 91 172
88 98 172
88 92 172
88 94 172
88 104 172
88 90 172
88 99 172
88 89 172
93 92 172
113 116 172
113 114 172
113 115 172
113 116 172
113 117 172
113 118 172
113 119 172
113 120 172
113 121 172
113 122 172
113 123 172
113 124 172
113 125 172
113 126 172
113 127 172
113 128 172
113 129 172
113 130 172
31 30 173
30 31 173
31 30 173
23 20 173
23 19 173
30 31 173
57 52 173
55 51 174
55 52 174
122 120 174
52 55 175
88 93 175
92 95 175
52 57 176
97 96 176
88 92 176
68 48 177
93 92 177
96 95 177
92 88 177
130 123 178
92 88 179
92 93 179
92 103 179
92 103 179
93 103 179
92 88 179
92 88 180
92 93 180
93 92 180
103 93 182
48 47 191
30 31 193
31 30 193
24 22 194
24 25 194
48 47 194
59 67 194
59 58 194
59 51 194
59 60 194
59 63 194
59 64 194
59 56 194
59 62 194
59 52 194
59 61 194
59 55 194
59 47 194
59 50 194
59 48 194
59 66 194
59 70 194
59 57 194
91 90 194
102 90 194
24 22 195
24 25 195
94 103 195
52 55 196
57 51 196
88 97 196
88 89 196
88 101 196
88 95 196
88 96 196
88 103 196
88 91 196
88 98 196
88 92 196
88 94 196
88 90 196
88 99 196
113 124 196
124 125 196
123 130 196
30 31 197
31 30 197
55 51 197
55 59 197
55 56 197
123 113 197
113 114 197
113 115 197
113 117 197
113 118 197
113 119 197
113 120 197
113 121 197
113 122 197
113 123 197
113 124 197
113 125 197
113 126 197
113 127 197
113 128 197
113 129 197
113 132 197
69 70 198
128 115 198
128 116 198
128 130 198
6 14 199
23 20 199
23 19 199
69 70 199
88 95 199
88 97 199
88 100 199
88 89 199
88 101 199
88 102 199
88 95 199
88 96 199
88 103 199
88 91 199
88 98 199
88 92 199
88 94 199
88 104 199
88 90 199
88 99 199
88 97 199
88 100 199
88 89 199
88 101 199
88 102 199
88 95 199
88 96 199
88 103 199
88 91 199
88 98 199
88 92 199
88 94 199
88 104 199
88 90 199
88 99 199
47 48 200
47 63 200
95 88 200
124 115 200
124 128 200
124 130 200
52 60 201
52 56 201
52 48 201
90 102 201
11 10 216
85 86 216
98 88 216
98 103 216
130 119 216
4 0 217
30 31 217
57 51 217
88 95 217
88 93 217
119 123 217
25 24 218
88 98 218
115 113 218
113 115 218
20 19 219
71 52 219
61 59 219
71 65 219
71 54 219
113 116 219
113 117 219
113 120 219
113 121 219
113 124 219
113 133 219
113 125 219
113 126 219
113 128 219
113 129 219
113 130 219
113 125 219
92 89 220
118 113 220
9 6 221
47 48 221
89 92 221
116 128 221
120 115 221
120 126 221
9 6 222
91 90 222
93 92 222
93 89 222
117 113 222
113 114 222
113 115 222
113 116 222
113 117 222
113 118 222
113 119 222
113 120 222
113 121 222
113 122 222
113 123 222
113 124 222
113 125 222
113 126 222
113 127 222
113 128 222
113 129 222
113 130 222
117 113 222
116 115 222
116 128 222
19 20 223
88 97 223
88 100 223
88 89 223
88 101 223
88 102 223
88 95 223
88 96 223
88 103 223
88 93 223
88 91 223
88 98 223
88 92 223
88 94 223
88 104 223
88 90 223
88 99 223
116 115 223
116 128 223
116 128 223
116 115 223
125 113 223
113 130 223
89 93 224
126 120 224
9 6 225
55 59 225
52 57 225
92 88 225
121 113 226
52 51 227
96 97 227
20 26 230
20 27 230
20 19 230
20 30 230
20 26 230
20 27 230
20 19 230
20 30 230
25 32 239
60 69 240
60 70 240
91 90 240
64 59 241
64 59 241
88 96 241
88 93 241
96 88 241
103 101 241
51 52 242
47 48 242
57 52 242
92 88 242
88 92 242
101 103 242
103 101 242
116 128 242
116 128 242
116 115 242
116 128 242
116 130 242
130 133 242
130 115 242
130 116 242
130 117 242
130 118 242
130 119 242
130 120 242
130 122 242
130 123 242
130 124 242
130 133 242
130 125 242
130 128 242
130 129 242
130 131 242
133 130 242
24 25 243
47 48 243
101 103 243
89 98 243
130 116 244
51 47 245
51 70 245
88 97 245
88 100 245
88 89 245
88 101 245
88 102 245
88 95 245
88 96 245
88 103 245
88 93 245
88 91 245
88 98 245
88 92 245
88 94 245
88 104 245
88 90 245
88 99 245
113 114 245
113 115 245
113 117 245
113 119 245
113 120 245
113 121 245
113 122 245
113 123 245
113 124 245
113 133 245
113 125 245
113 126 245
113 127 245
113 128 245
113 129 245
113 132 245
113 114 245
113 115 245
113 116 245
113 117 245
113 118 245
113 119 245
113 120 245
113 121 245
113 122 245
113 123 245
113 124 245
113 133 245
113 125 245
113 126 245
113 127 245
113 128 245
113 129 245
113 130 245
113 132 245
25 32 246
88 92 246
88 93 246
93 88 246
113 118 246
113 125 246
88 93 247
92 88 247
51 52 248
51 52 248
91 89 248
88 92 248
7 8 249
7 8 250
52 55 250
90 102 252
90 102 252
9 6 254
9 6 255
126 118 265
6 9 266
23 20 266
23 19 266
126 121 266
93 88 268
118 126 270
20 26 271
20 27 271
20 19 271
20 28 271
20 29 271
20 30 271
20 26 271
20 27 271
20 19 271
20 30 271
20 26 271
20 27 271
20 19 271
20 28 271
20 29 271
20 30 271
20 26 271
20 27 271
20 19 271
20 28 271
20 29 271
20 30 271
20 19 271
20 23 271
9 6 272
9 6 272
9 6 273
51 55 273
120 126 297
95 91 298
25 24 311
48 52 311
59 52 312
59 52 312
8 7 313
61 59 313
49 50 313
49 48 313
48 47 313
4 0 314
27 35 314
49 50 314
49 48 314
88 97 314
88 100 314
88 89 314
88 101 314
88 102 314
88 95 314
88 96 314
88 103 314
88 93 314
88 91 314
88 98 314
88 92 314
88 94 314
88 104 314
88 90 314
88 99 314
103 101 314
92 88 314
95 91 314
95 91 314
119 115 314
119 116 314
119 117 314
119 120 314
119 123 314
119 124 314
119 125 314
119 128 314
119 129 314
119 130 314
119 131 314
8 7 315
6 8 315
6 10 315
30 20 315
48 47 315
93 95 315
93 88 315
94 89 315
93 89 315
125 118 315
125 118 315
123 125 315
8 9 316
6 8 316
14 8 316
70 60 316
55 56 316
89 93 316
93 89 316
90 91 316
94 103 316
92 88 316
95 90 316
128 115 316
128 116 316
128 130 316
128 115 316
128 116 316
128 130 316
20 27 317
20 19 317
20 28 317
20 29 317
20 30 317
47 48 317
47 48 317
47 48 317
47 48 317
47 48 317
113 117 317
113 117 317
113 125 317
52 51 318
52 59 318
52 55 318
93 88 318
93 92 318
88 96 318
89 93 318
118 125 318
123 125 318
91 95 319
103 93 319
103 101 319
95 97 319
95 89 319
95 96 319
95 91 319
95 92 319
95 90 319
95 97 320
95 89 320
95 96 320
95 91 320
95 92 320
95 90 320
88 93 320
88 90 320
88 93 320
93 89 320
93 103 321
93 88 321
90 102 321
103 94 321
96 88 321
88 96 321
6 7 323
19 20 323
90 102 324
90 102 324
90 102 324
90 91 324
59 61 325
59 55 325
59 66 325
92 93 325
93 92 325
93 88 325
93 92 325
25 24 335
20 19 335
20 30 335
4 0 336
30 20 336
23 20 336
23 19 336
51 55 336
49 50 336
92 93 336
49 50 337
57 52 337
103 101 337
101 103 337
103 101 337
88 93 337
125 118 337
20 23 338
23 20 338
103 94 338
88 93 338
93 88 338
93 88 338
93 89 338
95 99 338
23 20 339
23 19 339
48 47 339
49 50 339
92 93 339
88 97 339
88 100 339
88 89 339
88 101 339
88 102 339
88 96 339
88 103 339
88 93 339
88 91 339
88 98 339
88 94 339
88 104 339
88 90 339
88 99 339
88 97 339
88 100 339
88 89 339
88 101 339
88 102 339
88 96 339
88 103 339
88 93 339
88 91 339
88 98 339
88 94 339
88 104 339
88 90 339
88 99 339
88 97 339
88 100 339
88 89 339
88 101 339
88 102 339
88 95 339
88 96 339
88 103 339
88 93 339
88 91 339
88 98 339
88 92 339
88 94 339
88 104 339
88 90 339
88 99 339
92 101 339
92 88 339
120 125 340
119 132 340
24 22 341
24 25 341
24 19 341
60 70 341
49 50 341
49 48 341
90 91 341
98 88 341
56 48 342
51 52 342
48 47 342
103 94 342
119 115 342
119 123 342
119 125 342
119 130 342
119 131 342
19 20 343
103 101 343
92 101 343
92 88 343
23 19 344
49 50 344
49 48 344
61 59 344
61 59 345
88 93 345
88 89 346
89 99 347
89 93 347
21 20 348
25 26 359
20 21 359
48 47 359
47 48 360
47 48 360
47 63 360
47 48 360
47 48 360
21 20 361
51 52 361
59 61 361
92 88 361
119 130 361
119 125 361
118 125 361
6 7 362
6 10 362
6 8 362
20 29 362
69 68 362
60 52 362
93 88 362
93 88 362
88 93 362
88 97 362
88 100 362
88 89 362
88 101 362
88 102 362
88 95 362
88 96 362
88 103 362
88 93 362
88 91 362
88 98 362
88 92 362
88 94 362
88 104 362
88 90 362
88 99 362
92 88 362
125 118 362
125 114 362
118 125 362
52 60 363
85 86 363
102 90 363
102 90 363
88 93 363
98 88 363
113 117 363
113 120 363
130 116 363
22 24 364
61 59 364
61 59 364
119 120 364
4 0 365
24 19 365
60 51 365
60 52 365
52 60 365
22 24 366
22 19 366
22 24 366
24 19 366
52 59 366
51 52 366
88 103 366
88 92 366
88 89 366
24 19 367
51 52 367
59 52 367
49 50 367
103 88 367
88 103 367
103 88 367
93 89 367
93 101 367
93 102 367
93 95 367
93 103 367
93 91 367
93 98 367
93 94 367
93 90 367
93 99 367
89 88 367
114 125 367
114 125 367
114 125 367
114 125 367
114 125 367
49 50 368
49 48 368
51 52 368
52 59 369
52 51 369
88 93 369
47 48 370
47 48 370
93 88 370
93 88 372
9 6 375
30 20 382
48 47 382
0 1 383
20 30 383
20 19 383
48 49 383
10 6 384
10 14 384
14 10 384
22 24 384
51 52 385
52 51 385
51 52 385
88 93 385
93 88 385
51 56 386
91 95 386
130 116 386
130 119 386
20 19 387
20 19 387
94 103 387
126 120 387
126 120 387
118 113 387
52 51 388
92 93 388
92 98 388
92 88 388
92 88 388
92 88 388
103 92 388
88 96 389
120 126 389
5 6 390
5 6 390
5 6 390
64 66 390
102 90 390
90 102 390
24 22 391
52 51 391
96 88 391
51 47 392
51 47 392
59 52 392
64 59 392
90 102 392
88 93 394
93 88 399
93 92 399
5 6 408
0 1 408
0 4 408
47 51 408
59 52 408
47 48 408
88 93 408
51 47 409
51 47 409
52 59 409
52 51 409
52 55 409
113 118 409
113 125 409
20 26 410
20 27 410
20 19 410
20 28 410
20 29 410
20 30 410
51 67 410
59 52 410
52 59 410
52 59 410
118 113 410
5 6 411
59 52 411
59 52 411
49 50 411
49 50 411
49 48 411
49 50 411
86 85 411
88 92 411
95 90 411
102 90 411
124 125 411
130 119 411
130 116 411
22 24 412
51 52 412
51 47 412
51 63 412
90 102 412
102 90 412
88 97 412
88 100 412
88 89 412
88 101 412
88 102 412
88 95 412
88 96 412
88 103 412
88 93 412
88 91 412
88 98 412
88 92 412
88 94 412
88 104 412
88 90 412
88 99 412
91 90 412
90 91 412
92 88 412
130 128 412
128 115 412
128 116 412
128 130 412
20 19 413
51 58 413
51 60 413
51 59 413
51 64 413
51 56 413
51 52 413
51 61 413
51 55 413
48 47 413
90 102 413
102 90 413
125 118 413
125 124 413
102 90 414
88 97 414
88 100 414
88 89 414
88 101 414
88 102 414
88 95 414
88 96 414
88 103 414
88 93 414
88 91 414
88 98 414
88 92 414
88 94 414
88 104 414
88 90 414
88 99 414
20 19 415
59 64 415
103 92 415
52 51 416
52 55 416
64 50 416
52 51 416
90 102 416
131 115 416
52 51 417
92 93 417
55 51 418
52 51 418
52 51 418
93 92 418
67 51 419
20 19 437
55 51 444
114 130 456
20 19 461
20 19 461
93 88 467
47 48 478
47 63 478
25 24 479
27 26 479
25 24 479
48 47 479
47 48 479
85 86 480
20 19 481
51 55 481
49 50 482
91 102 482
91 90 482
24 22 483
24 25 483
93 88 483
93 88 483
97 96 483
21 20 484
88 93 484
88 89 484
88 96 484
103 101 484
89 88 484
93 88 484
48 47 485
51 55 485
88 93 485
88 89 485
88 96 485
116 113 485
52 59 487
52 55 487
93 88 487
93 88 487
88 93 487
88 93 487
88 97 487
88 100 487
88 89 487
88 101 487
88 102 487
88 95 487
88 96 487
88 103 487
88 93 487
88 91 487
88 98 487
88 92 487
88 94 487
88 104 487
88 90 487
88 99 487
128 115 487
128 116 487
128 130 487
52 51 488
59 61 488
59 55 488
93 88 488
88 93 488
93 88 488
55 51 489
55 52 489
55 51 489
88 93 490
88 92 490
50 53 503
48 59 503
48 58 503
48 62 503
48 55 503
48 63 503
48 50 503
48 60 503
48 66 503
48 51 503
48 47 503
48 64 503
48 61 503
48 70 503
48 69 503
48 57 503
50 53 503
11 6 504
20 21 504
50 53 504
51 55 504
93 89 504
6 1 505
20 22 505
50 53 505
20 26 507
20 27 507
20 19 507
20 28 507
20 29 507
20 30 507
50 53 507
50 53 507
102 90 507
88 103 507
103 88 507
89 93 507
93 89 507
119 130 507
20 19 508
55 52 508
51 62 508
103 88 508
89 93 508
55 52 509
50 53 509
50 53 509
92 88 509
9 8 510
9 8 510
69 68 510
49 50 510
49 48 510
116 113 510
116 115 510
116 128 510
116 130 510
116 114 510
114 125 510
8 9 511
8 9 511
51 67 511
51 62 511
88 95 511
93 88 511
113 116 511
113 129 511
118 113 511
93 88 512
88 93 512
88 100 512
93 88 512
93 88 512
88 93 512
103 89 512
103 92 512
55 51 513
55 51 513
55 51 513
55 51 513
67 51 513
103 88 513
89 103 513
92 93 513
92 98 513
93 92 513
92 93 513
88 93 514
88 98 514
55 51 516
55 52 516
21 20 517
9 8 521
9 8 521
9 8 521
50 53 527
20 26 528
20 27 528
20 19 528
20 28 528
20 29 528
20 30 528
59 64 528
59 64 528
59 61 528
59 55 528
59 50 528
59 66 528
8 9 529
0 1 529
9 8 529
20 21 529
88 96 529
93 88 529
128 115 529
128 116 529
128 130 529
0 1 530
0 2 530
0 3 530
0 4 530
20 26 530
20 27 530
20 19 530
20 28 530
20 29 530
20 30 530
20 19 530
20 19 530
49 50 530
88 97 530
88 100 530
88 89 530
88 101 530
88 102 530
88 96 530
88 103 530
88 93 530
88 91 530
88 98 530
88 94 530
88 104 530
88 90 530
88 99 530
92 93 530
88 93 530
88 101 530
96 88 530
101 88 530
102 90 530
93 88 530
113 114 531
113 115 531
113 116 531
113 117 531
113 118 531
113 119 531
113 120 531
113 121 531
113 122 531
113 123 531
113 124 531
113 133 531
113 125 531
113 126 531
113 127 531
113 128 531
113 129 531
113 130 531
113 132 531
92 88 532
92 88 533
97 96 533
92 101 533
88 93 533
127 118 533
34 23 534
20 26 534
20 27 534
20 19 534
20 28 534
20 29 534
20 30 534
128 115 534
128 116 534
128 130 534
88 97 535
88 89 535
88 101 535
88 102 535
88 95 535
88 96 535
88 103 535
88 91 535
88 98 535
88 92 535
88 94 535
88 90 535
88 99 535
93 92 536
88 92 536
88 97 536
88 100 536
88 89 536
88 101 536
88 102 536
88 95 536
88 96 536
88 103 536
88 93 536
88 91 536
88 98 536
88 92 536
88 94 536
88 104 536
88 90 536
88 99 536
89 88 536
130 114 536
102 91 537
20 26 551
20 27 551
20 19 551
20 28 551
20 29 551
20 30 551
85 86 551
49 50 552
93 88 552
126 118 552
128 115 552
128 116 552
128 130 552
23 34 553
51 55 553
51 55 553
51 55 553
48 47 553
88 97 553
88 89 553
88 101 553
88 102 553
88 95 553
88 96 553
88 103 553
88 91 553
88 98 553
88 92 553
88 94 553
88 90 553
88 99 553
92 88 553
98 92 553
102 90 553
98 88 553
102 91 553
102 90 553
102 90 553
128 115 553
128 116 553
128 130 553
124 125 553
91 93 554
128 115 554
128 116 554
47 48 555
68 47 555
56 51 555
127 113 555
71 52 556
51 56 556
55 51 556
55 52 556
93 88 556
113 127 556
88 93 557
88 92 557
88 92 557
88 92 557
88 92 557
88 92 557
88 92 557
88 89 557
88 96 557
118 126 557
47 48 558
49 50 558
49 48 558
51 52 558
92 88 558
102 90 558
88 97 558
88 100 558
88 89 558
88 101 558
88 102 558
88 95 558
88 96 558
88 103 558
88 93 558
88 91 558
88 98 558
88 92 558
88 94 558
88 104 558
88 90 558
88 99 558
125 117 558
113 114 558
113 115 558
113 116 558
113 117 558
113 118 558
113 119 558
113 120 558
113 121 558
113 122 558
113 123 558
113 124 558
113 133 558
113 125 558
113 126 558
113 127 558
113 128 558
113 129 558
113 130 558
128 116 558
21 20 559
51 67 559
51 56 559
59 51 559
99 95 559
88 97 559
88 89 559
88 101 559
88 95 559
88 96 559
88 103 559
88 93 559
88 91 559
88 98 559
88 92 559
59 64 560
88 93 560
93 88 560
88 93 560
93 88 560
88 93 560
93 88 560
93 88 560
93 88 560
88 93 560
9 6 561
67 51 561
92 88 561
103 88 561
103 101 561
88 103 561
88 93 561
21 20 562
59 64 562
59 61 562
59 55 562
59 50 562
59 66 562
55 59 562
103 88 562
103 92 562
128 115 562
128 116 562
128 130 562
55 51 564
55 51 564
55 52 564
25 24 575
20 19 576
20 21 576
97 90 576
51 52 577
51 55 577
95 88 577
93 88 577
93 91 577
93 88 577
88 93 577
88 92 577
91 93 577
91 95 577
91 90 577
90 91 577
88 93 577
93 91 577
93 88 577
20 26 578
20 27 578
20 19 578
20 30 578
20 19 578
47 48 578
51 55 578
91 93 578
88 92 578
88 93 578
93 88 578
93 88 578
102 91 578
102 90 578
88 93 578
95 91 578
6 0 579
6 5 579
6 11 579
20 19 579
20 19 579
20 19 579
48 49 579
48 50 579
48 60 579
115 126 579
127 124 579
21 20 580
93 88 580
88 91 580
88 91 580
113 114 580
113 115 580
113 116 580
113 117 580
113 118 580
113 119 580
113 120 580
113 121 580
113 122 580
113 123 580
113 124 580
113 125 580
113 126 580
113 127 580
113 128 580
113 129 580
113 130 580
20 19 581
51 62 581
11 14 582
66 51 582
118 113 582
24 22 583
51 63 583
51 47 584
127 125 584
20 19 601
55 51 612
55 52 612
7 8 630
7 6 630
21 20 634
20 21 647
20 21 647
92 93 647
92 88 647
15 0 648
47 48 648
85 86 648
85 86 648
117 114 648
21 20 649
48 47 649
95 97 649
95 89 649
95 96 649
95 91 649
95 92 649
95 90 649
93 92 649
92 103 649
6 7 650
6 7 650
6 7 650
6 7 650
23 20 650
23 19 650
20 21 650
20 26 650
20 27 650
20 19 650
20 28 650
20 29 650
20 30 650
20 23 650
66 51 650
68 60 650
98 88 650
92 88 650
88 94 650
88 90 650
88 94 650
88 90 650
130 116 650
58 52 651
88 97 651
88 100 651
88 89 651
88 101 651
88 102 651
88 95 651
88 96 651
88 103 651
88 93 651
88 91 651
88 98 651
88 92 651
88 94 651
88 104 651
88 90 651
88 99 651
88 92 651
48 72 652
48 47 652
48 49 652
88 97 652
88 100 652
88 89 652
88 101 652
88 102 652
88 95 652
88 96 652
88 103 652
88 93 652
88 91 652
88 98 652
88 92 652
88 94 652
88 104 652
88 90 652
88 99 652
113 114 652
113 115 652
113 116 652
113 117 652
113 118 652
113 119 652
113 120 652
113 121 652
113 122 652
113 123 652
113 124 652
113 133 652
113 125 652
113 126 652
113 127 652
113 128 652
113 129 652
113 130 652
60 51 653
88 97 653
88 89 653
88 101 653
88 102 653
88 95 653
88 96 653
88 103 653
88 91 653
88 98 653
88 92 653
88 94 653
88 90 653
88 99 653
93 88 653
118 113 653
23 34 654
20 19 654
72 48 654
66 51 654
51 62 654
93 89 654
88 93 654
93 88 654
88 93 654
119 120 654
119 130 654
89 93 655
88 103 655
103 88 655
93 88 655
51 62 656
51 56 656
88 93 656
93 88 656
128 115 657
128 116 657
128 130 657
128 115 657
128 116 657
128 130 657
21 20 659
47 48 659
47 48 659
30 20 670
30 26 671
20 30 671
30 20 672
20 19 672
20 19 672
92 88 672
0 1 673
0 1 673
20 19 673
0 1 674
0 2 674
0 3 674
